;min_price;max_price;mean_price;std_price;upward_price_variation;spread
2019-02-20;32.95;54.66;45.602;7.249;32.31;21.71
2019-02-21;35.36;53.1;43.232;6.07;31.8;17.74
2019-02-22;39.35;57.95;47.203;5.832;27.81;18.6
2019-02-23;35.32;51.57;40.139;4.932;25.58;16.25
2019-02-24;34.54;51.47;39.992;5.261;23.85;16.93
2019-02-25;36.06;56.88;44.414;6.821;38.01;20.82
2019-02-26;35.88;58.17;44.602;6.819;37.42;22.29
2019-02-27;36.21;58.71;44.211;6.058;33.1;22.5
2019-02-28;27.61;50.97;40.26;7.258;35.78;23.36
2019-03-01;36.27;52.59;45.85;5.268;21.5;16.32
2019-03-02;25.34;48.6;41.249;5.648;16.73;23.26
2019-03-03;-2.81;38.49;10.223;12.116;51.42;41.3
2019-03-04;-7.0;43.02;13.309;15.636;92.1;50.02
2019-03-05;-4.95;55.23;31.338;20.053;79.73;60.18
2019-03-06;27.49;47.46;34.769;6.532;33.19;19.97
2019-03-07;7.01;45.01;29.022;8.553;43.72;38.0
2019-03-08;-4.97;50.95;26.388;16.059;76.75;55.92
2019-03-09;-0.82;27.67;7.978;9.113;40.6;28.49
2019-03-10;-23.04;40.92;17.509;17.18;78.35;63.96
2019-03-11;16.21;57.9;38.669;11.855;55.15;41.69
2019-03-12;0.36;52.05;36.587;10.512;32.09;51.69
2019-03-13;-0.07;39.91;18.047;12.129;86.46;39.98
2019-03-14;19.76;42.6;32.545;7.687;37.28;22.84
2019-03-15;0.07;42.59;25.207;12.629;60.66;42.52
2019-03-16;-2.68;34.18;17.219;13.296;47.73;36.86
2019-03-17;-20.23;36.66;0.426;16.825;77.41;56.89
2019-03-18;6.03;48.44;31.924;12.618;66.91;42.41
2019-03-19;36.42;60.73;45.336;6.297;38.52;24.31
2019-03-20;34.33;55.55;41.498;5.369;31.31;21.22
2019-03-21;33.04;55.0;39.792;5.715;33.71;21.96
2019-03-22;34.3;50.98;40.571;5.339;31.31;16.68
2019-03-23;28.25;44.99;35.609;4.38;23.8;16.74
2019-03-24;23.79;42.6;33.464;4.944;23.02;18.81
2019-03-25;20.89;46.45;32.286;7.281;39.03;25.56
2019-03-26;30.01;49.4;36.498;5.896;31.36;19.39
2019-03-27;33.37;47.91;40.192;4.059;23.12;14.54
2019-03-28;32.73;52.77;42.324;5.764;27.33;20.04
2019-03-29;32.4;49.54;39.852;5.963;31.48;17.14
2019-03-30;25.45;45.96;35.042;5.428;24.26;20.51
2019-03-31;1.02;41.8;28.627;11.748;47.78;40.78
2019-04-01;29.96;56.95;38.008;7.77;40.99;26.99
2019-04-02;25.16;43.78;33.851;6.199;33.17;18.62
2019-04-03;31.08;54.72;42.238;7.36;35.71;23.64
2019-04-04;32.59;59.86;42.016;6.954;41.22;27.27
2019-04-05;33.76;58.67;42.283;6.35;33.91;24.91
2019-04-06;31.02;46.51;38.332;4.402;23.62;15.49
2019-04-07;28.03;49.65;37.981;5.643;28.44;21.62
2019-04-08;36.3;60.0;44.402;7.254;32.43;23.7
2019-04-09;34.69;55.32;41.993;5.757;30.9;20.63
2019-04-10;35.78;58.02;42.817;5.936;31.84;22.24
2019-04-11;36.52;59.24;44.741;6.792;38.12;22.72
2019-04-12;37.22;60.08;44.902;6.116;32.72;22.86
2019-04-13;35.08;47.28;41.417;3.683;19.97;12.2
2019-04-14;28.97;46.74;37.25;4.251;24.82;17.77
2019-04-15;30.43;60.33;41.829;7.883;44.59;29.9
2019-04-16;32.95;52.95;41.616;6.588;40.15;20.0
2019-04-17;32.99;52.23;40.808;6.487;35.71;19.24
2019-04-18;27.12;55.31;40.842;7.29;43.12;28.19
2019-04-19;5.02;44.09;33.84;10.871;52.51;39.07
2019-04-20;21.03;46.92;34.517;7.327;34.85;25.89
2019-04-21;6.27;46.23;31.598;10.609;43.07;39.96
2019-04-22;-83.01;27.79;-14.009;36.676;122.82;110.8
2019-04-23;-11.03;41.11;14.751;20.116;118.07;52.14
2019-04-24;17.95;46.15;34.701;8.246;43.4;28.2
2019-04-25;26.1;59.9;39.311;9.35;54.11;33.8
2019-04-26;33.53;56.38;43.541;6.328;32.88;22.85
2019-04-27;24.95;39.92;31.988;4.331;25.43;14.97
2019-04-28;29.0;47.76;35.092;6.505;27.15;18.76
2019-04-29;34.18;56.71;43.153;5.917;30.93;22.53
2019-04-30;34.0;60.0;42.869;7.635;47.33;26.0
2019-05-01;-2.82;38.0;25.471;12.276;45.6;40.82
2019-05-02;25.71;47.38;37.942;7.283;38.65;21.67
2019-05-03;32.48;50.1;40.695;5.484;29.13;17.62
2019-05-04;32.68;45.92;39.513;4.671;23.94;13.24
2019-05-05;15.71;42.34;30.488;6.931;29.81;26.63
2019-05-06;33.07;56.14;44.287;7.025;33.9;23.07
2019-05-07;40.03;68.61;50.469;8.176;47.63;28.58
2019-05-08;32.58;49.44;39.473;4.845;19.59;16.86
2019-05-09;30.26;55.24;45.253;7.953;35.65;24.98
2019-05-10;37.06;56.17;44.794;6.679;33.92;19.11
2019-05-11;32.09;44.06;37.608;3.0;14.62;11.97
2019-05-12;-22.96;41.92;19.425;17.677;74.06;64.88
2019-05-13;29.37;53.01;39.235;8.024;41.62;23.64
2019-05-14;33.84;55.53;41.006;6.849;35.18;21.69
2019-05-15;34.28;55.07;40.851;5.748;32.48;20.79
2019-05-16;32.07;49.3;39.728;4.59;24.13;17.23
2019-05-17;33.79;52.92;42.953;6.254;31.77;19.13
2019-05-18;32.36;45.17;37.19;4.419;19.7;12.81
2019-05-19;27.41;43.33;35.362;4.381;18.54;15.92
2019-05-20;33.77;63.22;46.291;8.658;33.74;29.45
2019-05-21;31.49;57.61;43.288;7.354;31.22;26.12
2019-05-22;29.0;50.35;40.085;6.884;34.94;21.35
2019-05-23;31.85;55.18;40.672;7.159;35.02;23.33
2019-05-24;34.79;50.95;40.462;5.234;26.93;16.16
2019-05-25;31.35;44.71;36.675;4.152;18.05;13.36
2019-05-26;-13.95;37.16;21.599;14.3;62.3;51.11
2019-05-27;12.2;50.59;35.351;11.49;49.38;38.39
2019-05-28;33.14;64.59;43.332;8.6;36.34;31.45
2019-05-29;30.57;53.92;41.756;7.298;36.28;23.35
2019-05-30;0.03;40.34;16.095;14.726;49.34;40.31
2019-05-31;27.08;48.23;35.805;6.637;33.5;21.15
2019-06-01;18.33;41.8;29.963;6.48;31.35;23.47
2019-06-02;-9.02;38.13;21.867;12.995;49.77;47.15
2019-06-03;19.64;50.5;36.903;9.685;40.65;30.86
2019-06-04;28.01;55.43;38.992;6.77;35.92;27.42
2019-06-05;24.54;56.52;37.93;8.631;40.78;31.98
2019-06-06;24.03;59.09;36.48;9.735;45.97;35.06
2019-06-07;26.25;73.75;37.61;12.337;57.31;47.5
2019-06-08;-90.01;27.31;-42.24;39.013;117.32;117.32
2019-06-09;5.28;50.53;22.5;14.39;59.47;45.25
2019-06-10;25.83;40.83;31.368;4.859;21.52;15.0
2019-06-11;25.92;59.93;44.668;10.72;45.76;34.01
2019-06-12;32.87;62.61;44.002;8.619;47.1;29.74
2019-06-13;27.38;76.5;38.512;13.462;68.73;49.12
2019-06-14;28.24;64.69;41.618;11.24;63.04;36.45
2019-06-15;23.54;40.2;30.576;5.276;24.04;16.66
2019-06-16;23.1;51.6;31.15;8.841;33.51;28.5
2019-06-17;29.48;70.1;41.659;12.061;58.12;40.62
2019-06-18;30.05;67.12;42.28;10.383;52.75;37.07
2019-06-19;33.02;58.64;41.199;7.858;44.22;25.62
2019-06-20;28.54;51.96;36.39;6.526;31.61;23.42
2019-06-21;31.92;49.91;38.687;6.054;32.86;17.99
2019-06-22;28.45;37.91;31.631;2.645;16.65;9.46
2019-06-23;-5.34;36.35;20.92;11.954;48.0;41.69
2019-06-24;22.22;56.78;34.473;9.227;53.28;34.56
2019-06-25;22.86;74.8;40.518;14.722;67.32;51.94
2019-06-26;30.57;60.08;38.565;8.827;48.24;29.51
2019-06-27;25.03;54.11;35.474;7.805;41.46;29.08
2019-06-28;31.44;66.53;43.452;11.818;64.27;35.09
2019-06-29;25.06;56.23;33.25;8.634;34.28;31.17
2019-06-30;-39.97;43.19;15.132;20.519;93.52;83.16
2019-07-01;24.94;53.1;32.962;7.996;40.24;28.16
2019-07-02;24.75;50.96;33.352;7.066;32.81;26.21
2019-07-03;27.37;48.39;34.662;6.524;38.64;21.02
2019-07-04;28.06;44.98;33.982;5.403;31.7;16.92
2019-07-05;27.64;45.92;35.261;6.402;34.91;18.28
2019-07-06;24.94;37.97;29.76;2.679;10.45;13.03
2019-07-07;6.77;37.02;24.663;7.195;36.11;30.25
2019-07-08;29.55;42.9;35.692;3.752;26.35;13.35
2019-07-09;29.43;47.9;37.387;5.791;28.29;18.47
2019-07-10;32.92;53.19;41.47;6.416;33.52;20.27
2019-07-11;35.0;53.99;45.913;6.945;27.93;18.99
2019-07-12;37.33;58.4;45.244;7.083;37.01;21.07
2019-07-13;33.51;41.2;37.244;2.184;13.32;7.69
2019-07-14;32.04;43.72;35.615;3.1;17.56;11.68
2019-07-15;34.93;50.06;41.556;4.74;24.97;15.13
2019-07-16;33.13;52.64;42.891;6.114;29.61;19.51
2019-07-17;37.28;55.03;45.884;6.153;32.03;17.75
2019-07-18;37.68;54.79;43.934;5.425;28.36;17.11
2019-07-19;36.66;57.0;44.808;6.703;34.63;20.34
2019-07-20;27.79;41.21;35.085;3.486;15.03;13.42
2019-07-21;9.75;46.62;31.528;8.699;38.04;36.87
2019-07-22;34.16;53.94;42.623;6.369;31.1;19.78
2019-07-23;36.32;63.41;46.601;8.632;40.88;27.09
2019-07-24;37.94;74.06;50.641;10.195;49.79;36.12
2019-07-25;38.9;69.58;50.228;8.221;45.32;30.68
2019-07-26;36.37;55.89;44.502;6.858;34.42;19.52
2019-07-27;32.74;39.43;36.164;1.992;11.95;6.69
2019-07-28;25.6;41.46;32.086;5.099;20.85;15.86
2019-07-29;32.46;60.74;45.502;8.455;40.73;28.28
2019-07-30;38.0;56.16;44.529;6.274;32.04;18.16
2019-07-31;35.78;69.95;48.465;9.979;52.94;34.17
2019-08-01;36.64;68.07;44.662;8.96;39.17;31.43
2019-08-02;37.93;50.47;43.7;4.169;22.01;12.54
2019-08-03;30.1;41.96;36.366;3.469;18.34;11.86
2019-08-04;28.26;47.0;35.152;5.875;22.95;18.74
2019-08-05;34.92;56.04;46.285;7.317;36.5;21.12
2019-08-06;33.69;53.87;42.062;5.733;26.31;20.18
2019-08-07;34.84;44.98;40.868;3.545;14.44;10.14
2019-08-08;27.97;43.63;34.718;5.704;30.05;15.66
2019-08-09;31.26;53.92;38.688;5.512;29.69;22.66
2019-08-10;-49.62;33.54;12.439;24.341;92.24;83.16
2019-08-11;-35.75;48.71;14.352;22.405;87.76;84.46
2019-08-12;27.5;71.5;41.241;13.051;55.05;44.0
2019-08-13;29.34;52.96;38.035;7.027;40.57;23.62
2019-08-14;28.27;67.93;38.768;10.994;59.08;39.66
2019-08-15;23.18;40.91;30.503;4.795;25.2;17.73
2019-08-16;25.65;57.91;35.69;8.635;47.48;32.26
2019-08-17;12.21;39.68;26.221;7.495;35.11;27.47
2019-08-18;8.53;36.97;27.685;7.848;32.82;28.44
2019-08-19;26.86;52.19;34.431;7.399;43.04;25.33
2019-08-20;28.67;54.28;39.801;7.659;36.73;25.61
2019-08-21;31.23;68.91;41.684;11.155;61.69;37.68
2019-08-22;29.41;55.36;36.31;6.959;37.42;25.95
2019-08-23;30.03;59.56;37.324;8.503;42.65;29.53
2019-08-24;26.83;42.39;32.29;4.125;21.82;15.56
2019-08-25;25.01;47.13;30.636;6.946;25.32;22.12
2019-08-26;32.06;69.32;45.656;11.384;66.14;37.26
2019-08-27;34.67;63.43;46.416;8.261;40.54;28.76
2019-08-28;34.84;80.01;50.825;12.857;67.76;45.17
2019-08-29;33.98;61.97;44.492;8.819;50.03;27.99
2019-08-30;32.25;52.49;41.345;7.514;37.51;20.24
2019-08-31;28.03;47.21;33.66;5.435;23.49;19.18
2019-09-01;25.29;39.67;30.106;4.371;18.59;14.38
2019-09-02;25.0;61.67;39.175;9.398;50.23;36.67
2019-09-03;24.1;53.36;35.404;7.896;40.41;29.26
2019-09-04;28.27;45.29;34.005;5.664;29.38;17.02
2019-09-05;24.09;40.92;31.717;5.692;30.86;16.83
2019-09-06;24.36;40.07;32.448;5.588;26.64;15.71
2019-09-07;29.19;48.01;35.939;5.239;25.41;18.82
2019-09-08;31.92;54.34;36.873;6.057;27.49;22.42
2019-09-09;32.09;71.36;45.507;10.511;58.67;39.27
2019-09-10;29.9;51.59;36.82;6.561;36.58;21.69
2019-09-11;28.62;43.25;33.928;4.939;27.74;14.63
2019-09-12;26.89;55.55;37.78;8.124;40.57;28.66
2019-09-13;26.24;52.07;39.018;7.504;35.3;25.83
2019-09-14;28.02;50.85;36.199;6.373;33.55;22.83
2019-09-15;-7.45;48.9;23.756;16.671;65.68;56.35
2019-09-16;30.43;60.91;47.15;9.984;46.4;30.48
2019-09-17;17.88;52.03;33.868;8.523;43.14;34.15
2019-09-18;26.09;53.17;36.479;10.048;51.56;27.08
2019-09-19;30.36;71.47;43.78;10.768;59.11;41.11
2019-09-20;33.38;60.73;42.696;8.469;49.25;27.35
2019-09-21;26.7;50.0;34.651;7.239;38.83;23.3
2019-09-22;24.9;40.97;29.641;4.74;20.18;16.07
2019-09-23;27.2;64.98;44.128;10.945;41.41;37.78
2019-09-24;34.72;65.19;47.445;9.515;44.97;30.47
2019-09-25;33.0;62.08;46.745;9.13;40.7;29.08
2019-09-26;30.29;51.51;41.566;7.242;20.87;21.22
2019-09-27;27.9;50.31;38.438;8.045;36.83;22.41
2019-09-28;-2.77;43.69;24.103;10.825;58.47;46.46
2019-09-29;-12.77;28.0;11.057;11.063;68.11;40.77
2019-09-30;-37.29;64.37;22.101;27.346;142.34;101.66
2019-10-01;30.04;54.99;42.55;8.065;36.69;24.95
2019-10-02;31.8;52.79;40.86;7.894;37.92;20.99
2019-10-03;25.3;55.06;40.067;9.657;43.95;29.76
2019-10-04;32.59;53.52;43.685;7.177;27.9;20.93
2019-10-05;27.33;52.09;36.895;6.996;36.34;24.76
2019-10-06;27.0;43.35;31.995;4.343;27.01;16.35
2019-10-07;27.0;61.76;44.625;11.805;47.98;34.76
2019-10-08;22.02;50.15;34.863;7.938;41.34;28.13
2019-10-09;19.44;51.44;35.195;9.065;45.57;32.0
2019-10-10;18.26;47.79;30.462;9.657;53.86;29.53
2019-10-11;12.57;40.84;25.973;7.929;41.42;28.27
2019-10-12;-4.91;44.65;19.73;14.699;71.25;49.56
2019-10-13;4.02;31.44;22.144;7.55;29.55;27.42
2019-10-14;-8.25;52.79;35.562;17.204;71.78;61.04
2019-10-15;24.27;67.95;43.63;12.472;55.13;43.68
2019-10-16;28.4;51.3;39.462;7.609;39.15;22.9
2019-10-17;26.34;63.96;43.765;11.092;49.58;37.62
2019-10-18;28.31;51.46;35.355;6.508;32.48;23.15
2019-10-19;23.9;47.9;33.085;6.085;27.98;24.0
2019-10-20;26.01;51.06;34.83;7.084;33.04;25.05
2019-10-21;25.7;66.51;43.722;11.558;49.1;40.81
2019-10-22;31.84;65.47;46.828;9.673;54.14;33.63
2019-10-23;30.09;59.77;43.515;9.121;42.97;29.68
2019-10-24;26.03;54.11;38.612;8.195;31.61;28.08
2019-10-25;24.42;51.52;36.111;8.702;40.98;27.1
2019-10-26;1.37;37.37;20.205;9.347;62.03;36.0
2019-10-27;-34.57;45.9;20.762;21.03;83.43;80.47
2019-10-28;26.4;63.62;42.445;10.946;45.69;37.22
2019-10-29;35.17;66.18;48.114;9.532;39.97;31.01
2019-10-30;35.58;66.7;48.022;9.124;42.35;31.12
2019-10-31;33.16;56.01;42.635;6.72;31.84;22.85
2019-11-01;26.14;38.94;32.266;3.672;19.64;12.8
2019-11-02;18.99;39.44;27.475;4.411;26.85;20.45
2019-11-03;1.4;42.83;26.688;13.419;43.02;41.43
2019-11-04;22.28;52.92;38.702;9.963;34.5;30.64
2019-11-05;24.99;62.89;42.702;11.14;40.24;37.9
2019-11-06;33.79;87.12;51.791;13.44;56.68;53.33
2019-11-07;32.67;51.29;42.717;6.128;25.88;18.62
2019-11-08;31.82;66.47;47.122;9.942;39.21;34.65
2019-11-09;36.13;51.0;41.692;3.953;22.77;14.87
2019-11-10;33.86;53.09;40.973;6.163;23.15;19.23
2019-11-11;26.09;51.0;41.106;6.767;20.79;24.91
2019-11-12;29.1;59.21;42.2;8.282;41.42;30.11
2019-11-13;34.0;67.2;47.08;9.73;36.78;33.2
2019-11-14;35.37;58.5;45.323;7.458;30.0;23.13
2019-11-15;25.16;51.12;37.9;7.435;34.69;25.96
2019-11-16;29.73;43.13;38.098;3.31;14.64;13.4
2019-11-17;29.06;45.44;36.818;4.401;19.34;16.38
2019-11-18;24.76;55.0;41.362;10.225;36.37;30.24
2019-11-19;24.29;80.1;46.488;16.378;58.97;55.81
2019-11-20;38.61;71.05;53.253;11.049;42.58;32.44
2019-11-21;37.05;63.38;50.086;9.53;29.99;26.33
2019-11-22;34.35;52.79;43.58;6.747;22.92;18.44
2019-11-23;22.89;40.43;30.579;4.775;22.96;17.54
2019-11-24;7.57;51.77;33.47;14.316;51.93;44.2
2019-11-25;35.38;63.45;51.12;9.842;33.79;28.07
2019-11-26;35.91;54.79;47.365;7.451;21.7;18.88
2019-11-27;25.58;50.68;39.5;6.933;24.03;25.1
2019-11-28;1.94;40.58;30.487;11.022;43.78;38.64
2019-11-29;11.79;55.36;40.081;12.503;47.87;43.57
2019-11-30;35.39;53.1;42.012;5.41;22.32;17.71
2019-12-01;35.86;52.4;42.448;5.482;19.99;16.54
2019-12-02;34.46;57.23;46.181;7.767;36.61;22.77
2019-12-03;37.05;76.47;51.356;11.529;45.27;39.42
2019-12-04;35.0;70.6;47.943;10.113;46.59;35.6
2019-12-05;24.94;59.59;41.816;8.303;34.11;34.65
2019-12-06;13.6;40.25;31.1;8.464;33.27;26.65
2019-12-07;-7.17;42.68;24.912;16.799;56.4;49.85
2019-12-08;-50.43;15.23;-16.383;23.853;66.15;65.66
2019-12-09;-16.09;40.68;23.365;22.301;61.19;56.77
2019-12-10;23.83;56.38;40.174;10.434;46.13;32.55
2019-12-11;0.09;60.23;38.12;17.939;60.67;60.14
2019-12-12;34.27;61.6;44.618;8.714;33.19;27.33
2019-12-13;11.27;50.88;36.532;9.958;46.07;39.61
2019-12-14;4.39;34.39;23.229;7.042;30.44;30.0
2019-12-15;-5.12;35.63;12.681;14.731;54.4;40.75
2019-12-16;29.19;52.01;40.838;7.551;33.08;22.82
2019-12-17;28.15;49.5;36.716;5.711;24.91;21.35
2019-12-18;21.95;54.19;40.204;9.627;37.21;32.24
2019-12-19;24.8;42.95;34.645;5.718;22.05;18.15
2019-12-20;19.01;37.48;29.406;4.798;27.03;18.47
2019-12-21;7.82;42.2;28.108;10.842;34.5;34.38
2019-12-22;4.25;40.0;26.475;12.765;40.32;35.75
2019-12-23;-6.75;40.93;24.496;16.483;54.17;47.68
2019-12-24;-7.45;40.0;20.515;16.745;48.98;47.45
2019-12-25;10.07;37.37;27.249;9.083;43.06;27.3
2019-12-26;25.58;42.64;33.628;5.583;19.4;17.06
2019-12-27;28.67;49.38;37.817;6.056;21.37;20.71
2019-12-28;27.4;43.75;34.292;4.741;19.72;16.35
2019-12-29;20.97;41.16;30.166;5.643;22.04;20.19
2019-12-30;1.4;39.35;25.567;10.796;43.83;37.95
2019-12-31;4.97;47.73;32.735;11.998;52.05;42.76
2020-01-01;30.0;44.05;34.964;5.183;20.2;14.05
2020-01-02;24.99;46.72;38.869;7.281;20.87;21.73
2020-01-03;0.14;41.35;26.111;12.621;41.88;41.21
2020-01-04;0.07;39.75;20.323;11.375;69.11;39.68
2020-01-05;29.88;46.16;35.552;4.927;21.56;16.28
2020-01-06;27.03;48.91;38.134;7.13;26.41;21.88
2020-01-07;26.28;51.12;40.524;8.903;24.64;24.84
2020-01-08;0.1;55.92;33.581;17.343;55.84;55.82
2020-01-09;29.0;47.92;36.248;5.941;30.57;18.92
2020-01-10;25.81;47.4;34.8;7.889;40.09;21.59
2020-01-11;20.96;40.56;31.856;5.012;24.51;19.6
2020-01-12;17.39;27.1;22.638;3.287;18.01;9.71
2020-01-13;21.82;52.93;37.68;10.873;35.58;31.11
2020-01-14;1.52;38.0;23.355;9.468;39.97;36.48
2020-01-15;0.11;36.56;24.96;11.262;55.91;36.45
2020-01-16;28.38;52.4;38.17;7.367;31.74;24.02
2020-01-17;25.71;46.0;36.895;7.126;25.53;20.29
2020-01-18;22.15;43.04;31.848;6.381;35.37;20.89
2020-01-19;27.26;44.24;33.892;5.254;27.42;16.98
2020-01-20;31.5;60.0;44.534;9.079;42.53;28.5
2020-01-21;32.28;55.81;41.598;7.85;38.6;23.53
2020-01-22;32.42;65.09;45.902;9.824;48.07;32.67
2020-01-23;36.32;68.64;51.538;10.072;47.74;32.32
2020-01-24;35.1;66.74;50.244;10.611;46.11;31.64
2020-01-25;33.01;49.99;40.35;4.793;27.57;16.98
2020-01-26;27.5;42.0;33.89;4.622;22.35;14.5
2020-01-27;21.98;51.21;37.488;8.397;38.47;29.23
2020-01-28;20.08;44.94;31.61;7.391;32.02;24.86
2020-01-29;19.16;45.1;33.224;8.976;39.37;25.94
2020-01-30;19.91;44.12;32.82;7.417;35.38;24.21
2020-01-31;-8.77;39.59;22.483;14.757;59.84;48.36
2020-02-01;-11.16;16.97;6.835;8.422;24.45;28.13
2020-02-02;-16.95;40.73;16.988;18.993;72.72;57.68
2020-02-03;9.32;39.97;27.658;9.301;40.7;30.65
2020-02-04;12.96;41.3;27.875;8.435;37.15;28.34
2020-02-05;23.63;49.16;36.199;8.07;36.2;25.53
2020-02-06;24.44;47.21;36.92;7.584;29.71;22.77
2020-02-07;26.0;56.96;36.687;7.08;33.39;30.96
2020-02-08;20.12;41.3;28.05;5.741;25.8;21.18
2020-02-09;-16.95;23.06;1.566;9.025;35.19;40.01
2020-02-10;-16.16;25.69;7.882;13.073;52.06;41.85
2020-02-11;-1.86;24.55;11.62;7.076;34.75;26.41
2020-02-12;0.07;37.45;19.461;11.538;58.07;37.38
2020-02-13;22.8;58.88;37.589;9.768;62.36;36.08
2020-02-14;25.03;56.74;36.035;8.637;38.34;31.71
2020-02-15;0.02;31.49;20.436;8.469;25.44;31.47
2020-02-16;-32.14;0.74;-8.274;7.93;49.4;32.88
2020-02-17;-27.53;36.95;18.247;21.339;73.57;64.48
2020-02-18;8.58;38.88;21.867;10.549;66.63;30.3
2020-02-19;19.48;44.65;30.911;7.291;40.85;25.17
2020-02-20;8.03;40.21;28.677;7.014;25.22;32.18
2020-02-21;7.08;39.13;24.328;10.561;47.05;32.05
2020-02-22;-10.93;8.76;-1.509;4.997;33.99;19.69
2020-02-23;-4.89;23.57;6.953;8.592;40.94;28.46
2020-02-24;-0.08;47.96;28.486;15.666;53.14;48.04
2020-02-25;7.03;39.49;24.102;9.789;42.73;32.46
2020-02-26;23.53;42.17;31.671;5.308;28.14;18.64
2020-02-27;25.17;59.98;38.442;8.775;43.78;34.81
2020-02-28;23.79;43.88;31.04;6.145;32.96;20.09
2020-02-29;0.4;14.01;8.91;3.565;29.58;13.61
2020-03-01;-7.85;36.12;7.14;16.075;59.75;43.97
2020-03-02;19.15;49.5;33.179;7.927;36.14;30.35
2020-03-03;24.1;56.9;36.249;8.872;46.58;32.8
2020-03-04;26.8;64.7;39.611;10.775;57.65;37.9
2020-03-05;25.3;54.64;36.072;7.524;29.18;29.34
2020-03-06;19.99;38.04;30.478;5.639;26.24;18.05
2020-03-07;24.03;39.95;29.089;4.879;29.58;15.92
2020-03-08;8.43;34.86;17.107;10.123;28.17;26.43
2020-03-09;24.47;58.98;37.113;9.926;51.12;34.51
2020-03-10;4.93;31.77;23.25;7.617;25.22;26.84
2020-03-11;-0.05;37.99;22.688;12.707;51.48;38.04
2020-03-12;-1.58;39.63;12.236;13.2;61.72;41.21
2020-03-13;0.01;42.5;16.537;15.177;76.07;42.49
2020-03-14;22.62;38.53;30.267;4.642;21.87;15.91
2020-03-15;-33.8;30.18;4.648;18.275;68.74;63.98
2020-03-16;19.92;61.96;31.191;10.808;55.67;42.04
2020-03-17;22.71;38.23;28.183;4.847;28.91;15.52
2020-03-18;20.34;41.07;26.419;6.358;30.84;20.73
2020-03-19;22.16;44.42;28.691;5.727;33.41;22.26
2020-03-20;19.9;35.0;25.135;4.433;25.32;15.1
2020-03-21;0.39;20.12;10.737;4.738;29.6;19.73
2020-03-22;-55.05;22.93;-0.947;20.187;78.56;77.98
2020-03-23;9.28;33.14;16.983;7.314;38.52;23.86
2020-03-24;13.0;33.8;20.452;6.004;31.99;20.8
2020-03-25;17.57;34.88;23.061;4.945;27.89;17.31
2020-03-26;15.32;34.64;22.229;5.294;27.24;19.32
2020-03-27;15.64;30.0;21.548;3.892;25.06;14.36
2020-03-28;-0.72;21.93;14.242;7.328;23.75;22.65
2020-03-29;-15.8;20.59;4.223;10.111;39.69;36.39
2020-03-30;15.5;38.93;23.32;6.389;39.72;23.43
2020-03-31;17.5;42.66;25.17;7.382;48.89;25.16
2020-04-01;17.3;34.97;23.361;4.765;26.38;17.67
2020-04-02;4.62;27.8;19.952;7.173;30.21;23.18
2020-04-03;17.03;33.54;22.533;4.717;27.89;16.51
2020-04-04;9.88;36.75;20.145;6.528;31.46;26.87
2020-04-05;-50.26;19.9;2.682;16.939;75.54;70.16
2020-04-06;3.66;45.33;17.335;11.833;58.37;41.67
2020-04-07;12.89;40.1;23.54;7.413;42.28;27.21
2020-04-08;17.57;50.33;26.512;9.08;44.86;32.76
2020-04-09;13.19;31.43;23.51;4.946;27.43;18.24
2020-04-10;9.16;34.83;23.139;7.235;32.35;25.67
2020-04-11;5.1;35.95;20.856;8.098;36.65;30.85
2020-04-12;0.0;25.17;12.45;7.915;27.16;25.17
2020-04-13;-78.15;11.21;-15.966;31.175;96.96;89.36
2020-04-14;3.79;39.91;19.9;10.478;55.82;36.12
2020-04-15;4.46;41.91;20.171;9.278;47.17;37.45
2020-04-16;15.1;53.25;25.317;9.307;52.55;38.15
2020-04-17;18.07;48.75;27.77;9.485;57.58;30.68
2020-04-18;12.32;29.42;20.235;4.724;24.84;17.1
2020-04-19;-26.0;16.51;7.411;10.871;47.62;42.51
2020-04-20;-44.25;22.93;2.442;18.628;85.53;67.18
2020-04-21;-83.94;16.52;-16.15;37.903;112.93;100.46
2020-04-22;-29.98;25.54;7.876;13.944;75.41;55.52
2020-04-23;14.95;69.68;27.756;14.032;79.48;54.73
2020-04-24;10.0;35.85;20.65;5.744;28.44;25.85
2020-04-25;7.76;32.0;16.862;6.594;34.59;24.24
2020-04-26;5.56;31.84;18.889;6.555;30.91;26.28
2020-04-27;18.4;48.31;25.5;8.312;40.38;29.91
2020-04-28;20.16;31.28;25.06;3.256;16.01;11.12
2020-04-29;17.09;30.85;23.053;4.782;26.63;13.76
2020-04-30;9.25;34.74;20.004;6.98;36.96;25.49
2020-05-01;-2.89;28.43;6.531;10.017;34.71;31.32
2020-05-02;5.25;28.04;12.474;7.125;26.87;22.79
2020-05-03;5.57;28.96;14.055;7.166;26.21;23.39
2020-05-04;19.02;55.13;26.377;9.316;46.34;36.11
2020-05-05;16.12;32.41;21.719;4.349;27.8;16.29
2020-05-06;16.27;29.2;21.487;3.559;21.31;12.93
2020-05-07;16.75;50.98;23.83;9.16;40.78;34.23
2020-05-08;15.04;41.62;23.783;6.51;36.63;26.58
2020-05-09;14.75;36.61;21.984;5.25;23.36;21.86
2020-05-10;0.93;20.7;12.58;5.379;15.31;19.77
2020-05-11;-0.01;24.95;14.069;8.618;40.92;24.96
2020-05-12;16.84;33.36;22.274;4.541;29.64;16.52
