;min_price;max_price;mean_price;std_price;upward_price_variation;spread
2015-11-25;28.36;59.45;41.734;10.326;42.38;31.09
2015-11-26;30.29;83.91;51.266;15.163;75.28;53.62
2015-11-27;26.18;48.07;36.769;7.318;33.41;21.89
2015-11-28;10.92;37.48;27.869;6.106;22.04;26.56
2015-11-29;-0.97;20.91;10.815;8.565;29.56;21.88
2015-11-30;-0.99;47.0;25.28;14.69;63.57;47.99
2015-12-01;16.08;58.55;35.665;12.282;51.23;42.47
2015-12-02;21.72;56.44;36.4;10.327;47.61;34.72
2015-12-03;28.35;57.98;42.534;9.831;40.01;29.63
2015-12-04;16.83;49.09;30.727;8.611;34.87;32.26
2015-12-05;13.05;41.5;23.499;7.507;36.33;28.45
2015-12-06;4.47;34.76;17.557;9.346;38.3;30.29
2015-12-07;22.08;54.38;40.611;11.173;38.68;32.3
2015-12-08;24.62;47.52;34.729;7.536;40.15;22.9
2015-12-09;24.48;48.81;34.945;7.876;33.82;24.33
2015-12-10;16.79;46.49;29.461;8.571;43.45;29.7
2015-12-11;16.28;37.29;26.403;6.592;27.52;21.01
2015-12-12;14.58;42.96;25.822;8.421;31.48;28.38
2015-12-13;10.22;49.88;27.102;13.563;42.76;39.66
2015-12-14;27.45;63.27;41.941;10.578;50.03;35.82
2015-12-15;27.4;55.25;42.612;10.994;34.8;27.85
2015-12-16;25.98;45.64;36.968;7.069;29.8;19.66
2015-12-17;19.55;41.4;32.468;7.819;29.36;21.85
2015-12-18;21.88;42.0;32.645;6.276;27.03;20.12
2015-12-19;16.72;39.37;26.87;5.863;23.97;22.65
2015-12-20;7.75;29.73;17.33;5.837;28.3;21.98
2015-12-21;-0.01;40.5;24.982;10.693;38.81;40.51
2015-12-22;-23.06;34.95;16.975;16.019;70.88;58.01
2015-12-23;-0.08;41.27;19.508;11.978;45.69;41.35
2015-12-24;0.9;29.13;17.271;7.912;31.16;28.23
2015-12-25;-0.96;29.22;13.302;10.124;33.2;30.18
2015-12-26;-15.33;18.0;6.792;8.932;49.61;33.33
2015-12-27;0.04;35.71;15.527;12.092;36.5;35.67
2015-12-28;16.01;43.38;30.809;8.377;36.24;27.37
2015-12-29;13.9;55.86;30.957;11.65;43.08;41.96
2015-12-30;13.71;36.92;26.864;6.942;29.62;23.21
2015-12-31;1.64;40.25;21.92;11.57;44.51;38.61
2016-01-01;15.86;37.44;24.949;6.523;25.82;21.58
2016-01-02;11.27;28.36;18.137;4.753;23.87;17.09
2016-01-03;-0.01;27.08;14.145;8.734;38.06;27.09
2016-01-04;3.2;42.95;27.475;12.369;41.42;39.75
2016-01-05;20.0;42.94;33.389;7.494;32.02;22.94
2016-01-06;22.5;46.9;33.606;7.432;30.8;24.4
2016-01-07;22.32;42.97;33.395;7.516;28.47;20.65
2016-01-08;12.11;46.97;26.968;9.739;45.34;34.86
2016-01-09;21.96;37.12;28.897;5.401;25.33;15.16
2016-01-10;9.85;35.0;20.563;6.946;31.3;25.15
2016-01-11;19.36;45.93;33.616;9.709;34.22;26.57
2016-01-12;15.54;41.94;29.446;8.591;35.19;26.4
2016-01-13;15.3;43.0;29.16;7.996;27.77;27.7
2016-01-14;22.03;45.5;33.594;8.246;38.71;23.47
2016-01-15;22.94;48.04;35.404;9.44;34.85;25.1
2016-01-16;24.08;40.03;28.318;4.601;27.35;15.95
2016-01-17;19.64;42.8;27.566;6.797;34.04;23.16
2016-01-18;23.47;62.55;38.866;12.927;43.94;39.08
2016-01-19;27.01;74.97;48.202;15.523;66.48;47.96
2016-01-20;25.36;92.75;48.727;19.277;79.42;67.39
2016-01-21;26.65;86.01;52.18;21.203;90.36;59.36
2016-01-22;22.63;52.5;33.292;8.884;29.57;29.87
2016-01-23;21.46;42.6;28.28;5.46;31.32;21.14
2016-01-24;21.4;36.09;26.345;4.399;26.16;14.69
2016-01-25;18.11;36.62;28.34;6.626;23.57;18.51
2016-01-26;13.43;38.11;25.51;6.629;30.04;24.68
2016-01-27;0.05;30.98;19.202;9.199;39.92;30.93
2016-01-28;12.14;46.02;25.802;8.864;41.42;33.88
2016-01-29;10.29;36.06;22.647;6.55;28.74;25.77
2016-01-30;-2.97;27.78;12.052;7.639;35.28;30.75
2016-01-31;-0.27;26.28;12.051;7.982;33.1;26.55
2016-02-01;8.44;37.99;21.254;8.168;31.35;29.55
2016-02-02;-2.66;29.99;16.57;9.989;33.98;32.65
2016-02-03;6.93;36.69;22.867;9.119;48.03;29.76
2016-02-04;13.93;42.18;26.363;7.422;38.56;28.25
2016-02-05;20.1;37.48;27.86;5.572;29.0;17.38
2016-02-06;11.74;23.15;16.296;2.642;17.51;11.41
2016-02-07;-0.92;22.17;9.773;6.297;29.74;23.09
2016-02-08;1.16;27.26;13.641;6.075;27.89;26.1
2016-02-09;-19.95;39.98;16.152;18.111;71.69;59.93
2016-02-10;13.06;36.59;24.329;7.314;31.16;23.53
2016-02-11;16.91;41.34;25.715;7.336;37.84;24.43
2016-02-12;19.86;40.36;28.592;6.019;33.53;20.5
2016-02-13;16.88;30.36;22.937;4.133;19.23;13.48
2016-02-14;4.21;30.38;15.366;7.209;29.17;26.17
2016-02-15;12.68;35.19;24.527;6.798;33.38;22.51
2016-02-16;21.48;53.46;32.369;9.194;42.39;31.98
2016-02-17;18.7;40.87;26.089;6.239;32.35;22.17
2016-02-18;18.87;45.08;27.864;7.559;42.36;26.21
2016-02-19;18.9;38.49;27.362;5.99;34.77;19.59
2016-02-20;5.01;24.22;14.19;5.15;20.84;19.21
2016-02-21;-0.05;18.61;8.924;5.689;32.16;18.66
2016-02-22;-5.08;40.13;19.19;13.362;51.02;45.21
2016-02-23;14.28;36.75;24.519;5.941;32.23;22.47
2016-02-24;13.61;36.41;23.951;6.397;34.6;22.8
2016-02-25;19.94;39.91;27.88;5.881;36.96;19.97
2016-02-26;20.0;39.94;27.834;5.663;32.56;19.94
2016-02-27;19.49;32.04;23.001;3.625;22.88;12.55
2016-02-28;12.21;26.98;18.337;3.382;17.03;14.77
2016-02-29;16.77;34.72;23.945;5.411;29.98;17.95
2016-03-01;17.06;37.86;24.997;5.587;24.9;20.8
2016-03-02;10.58;40.0;24.049;7.716;33.72;29.42
2016-03-03;17.93;42.92;28.19;6.969;27.81;24.99
2016-03-04;18.99;33.99;24.884;4.686;27.47;15.0
2016-03-05;18.88;35.0;23.126;4.527;23.36;16.12
2016-03-06;18.23;31.62;21.334;3.966;18.19;13.39
2016-03-07;20.02;48.29;29.423;7.48;40.14;28.27
2016-03-08;21.67;44.93;28.364;6.665;40.35;23.26
2016-03-09;20.01;38.77;25.749;5.254;32.04;18.76
2016-03-10;19.72;37.79;26.155;5.256;30.39;18.07
2016-03-11;20.85;38.34;27.922;5.297;30.44;17.49
2016-03-12;22.96;36.97;27.815;3.816;25.38;14.01
2016-03-13;17.46;33.55;22.927;4.163;18.55;16.09
2016-03-14;19.99;47.92;27.455;7.114;41.19;27.93
2016-03-15;20.74;38.47;27.145;5.841;29.1;17.73
2016-03-16;20.06;39.2;25.41;5.503;31.5;19.14
2016-03-17;21.84;46.69;27.631;7.159;40.71;24.85
2016-03-18;19.47;39.3;25.241;5.289;30.48;19.83
2016-03-19;20.93;35.42;24.549;3.752;24.63;14.49
2016-03-20;12.0;25.86;17.883;3.854;19.09;13.86
2016-03-21;19.79;33.49;25.301;4.34;24.12;13.7
2016-03-22;20.05;40.64;28.422;5.901;24.21;20.59
2016-03-23;20.26;37.16;26.442;4.93;25.97;16.9
2016-03-24;21.11;35.18;27.784;4.887;23.72;14.07
2016-03-25;20.0;33.08;25.453;4.343;19.93;13.08
2016-03-26;14.66;28.07;20.091;3.009;10.37;13.41
2016-03-27;0.91;22.86;10.412;6.257;30.01;21.95
2016-03-28;-38.45;17.02;1.522;13.863;61.4;55.47
2016-03-29;8.3;39.54;22.067;8.753;46.52;31.24
2016-03-30;19.92;37.42;27.194;5.17;31.37;17.5
2016-03-31;21.11;40.96;27.942;5.521;27.11;19.85
2016-04-01;20.64;40.44;27.596;6.345;35.15;19.8
2016-04-02;14.06;30.43;21.498;4.019;19.04;16.37
2016-04-03;12.18;25.28;17.69;3.893;19.03;13.1
2016-04-04;18.72;36.1;27.139;6.024;30.42;17.38
2016-04-05;20.31;35.18;26.872;4.944;21.57;14.87
2016-04-06;18.95;34.24;22.62;4.265;23.8;15.29
2016-04-07;12.57;32.68;22.821;5.868;31.3;20.11
2016-04-08;20.52;38.2;28.347;5.286;25.97;17.68
2016-04-09;19.94;31.81;24.137;3.358;17.67;11.87
2016-04-10;12.06;24.55;19.307;2.916;14.67;12.49
2016-04-11;10.66;34.61;23.594;6.768;34.68;23.95
2016-04-12;21.05;38.94;28.355;5.612;28.66;17.89
2016-04-13;21.41;39.41;28.538;5.237;26.46;18.0
2016-04-14;20.94;37.28;26.739;4.719;25.63;16.34
2016-04-15;20.14;34.7;25.238;4.326;21.32;14.56
2016-04-16;12.69;24.31;18.895;3.373;16.07;11.62
2016-04-17;12.52;30.16;18.512;5.023;22.28;17.64
2016-04-18;18.9;38.79;23.932;5.466;28.61;19.89
2016-04-19;13.6;29.99;20.54;4.485;24.86;16.39
2016-04-20;16.5;32.16;23.91;4.867;27.08;15.66
2016-04-21;19.58;35.38;26.587;5.029;24.71;15.8
2016-04-22;19.32;34.61;25.746;4.519;23.99;15.29
2016-04-23;16.27;27.72;22.599;2.977;19.99;11.45
2016-04-24;8.47;27.87;15.549;5.33;23.69;19.4
2016-04-25;20.23;34.48;26.487;4.25;22.33;14.25
2016-04-26;20.62;35.14;26.995;4.449;21.46;14.52
2016-04-27;22.04;33.0;26.091;3.476;19.12;10.96
2016-04-28;23.0;38.43;29.896;5.286;32.04;15.43
2016-04-29;19.09;35.18;25.654;4.836;24.42;16.09
2016-04-30;21.17;28.69;24.522;2.098;12.92;7.52
2016-05-01;13.54;26.35;18.632;3.883;15.06;12.81
2016-05-02;19.94;35.79;27.828;5.414;26.36;15.85
2016-05-03;21.37;36.48;28.274;5.142;24.0;15.11
2016-05-04;21.69;35.97;27.36;4.563;23.54;14.28
2016-05-05;10.49;25.79;19.45;4.129;15.7;15.3
2016-05-06;11.92;30.99;22.535;5.566;32.14;19.07
2016-05-07;3.05;21.43;14.77;5.674;23.68;18.38
2016-05-08;-130.09;20.12;-12.89;43.623;151.42;150.21
2016-05-09;9.57;34.69;21.563;8.154;45.73;25.12
2016-05-10;19.33;36.66;27.035;5.227;27.21;17.33
2016-05-11;19.11;39.6;25.073;5.681;31.13;20.49
2016-05-12;13.02;34.05;25.305;6.246;29.85;21.03
2016-05-13;20.55;40.21;27.362;5.796;27.14;19.66
2016-05-14;4.92;23.6;12.85;5.058;26.41;18.68
2016-05-15;-35.02;24.28;7.4;13.128;59.86;59.3
2016-05-16;14.06;31.93;20.787;5.094;25.13;17.87
2016-05-17;21.6;38.0;30.303;4.875;32.15;16.4
2016-05-18;22.92;39.48;30.628;4.63;21.1;16.56
2016-05-19;21.85;46.0;33.356;7.65;29.19;24.15
2016-05-20;21.34;34.97;27.661;4.616;23.94;13.63
2016-05-21;13.29;31.49;21.818;4.668;20.76;18.2
2016-05-22;-25.72;27.22;5.652;13.617;56.74;52.94
2016-05-23;18.91;36.0;29.232;6.144;21.6;17.09
2016-05-24;20.0;37.09;29.41;5.635;21.66;17.09
2016-05-25;21.0;39.2;30.523;5.644;26.02;18.2
2016-05-26;23.27;35.27;27.548;3.984;19.11;12.0
2016-05-27;20.61;35.48;28.671;4.443;21.43;14.87
2016-05-28;20.0;28.92;23.715;2.314;15.29;8.92
2016-05-29;3.78;23.1;13.474;5.93;29.75;19.32
2016-05-30;11.28;35.43;24.813;7.51;28.47;24.15
2016-05-31;16.09;35.92;28.674;6.71;27.68;19.83
2016-06-01;20.08;41.0;30.473;6.629;27.12;20.92
2016-06-02;20.0;39.54;28.775;6.188;26.58;19.54
2016-06-03;20.64;40.08;29.08;5.892;29.29;19.44
2016-06-04;21.26;30.99;25.149;3.464;17.85;9.73
2016-06-05;14.03;30.74;20.318;5.135;19.91;16.71
2016-06-06;21.15;41.06;30.516;5.899;29.65;19.91
2016-06-07;21.58;39.48;29.118;5.487;31.2;17.9
2016-06-08;21.54;41.31;29.084;5.056;27.1;19.77
2016-06-09;20.58;44.0;30.678;7.23;31.35;23.42
2016-06-10;19.16;35.95;26.187;5.217;29.77;16.79
2016-06-11;21.25;31.85;26.378;3.5;18.45;10.6
2016-06-12;17.5;31.33;22.418;4.34;22.73;13.83
2016-06-13;17.63;39.91;29.299;6.766;26.79;22.28
2016-06-14;21.64;38.44;30.145;5.707;26.92;16.8
2016-06-15;23.52;38.79;30.582;4.761;24.45;15.27
2016-06-16;23.61;39.74;30.582;4.698;24.43;16.13
2016-06-17;21.37;39.7;28.04;5.28;28.39;18.33
2016-06-18;12.85;28.0;21.981;3.836;21.32;15.15
2016-06-19;8.9;29.88;17.399;6.758;34.09;20.98
2016-06-20;17.05;34.96;26.957;5.273;28.02;17.91
2016-06-21;21.23;43.73;33.087;7.032;28.29;22.5
2016-06-22;22.97;42.0;32.446;6.062;29.9;19.03
2016-06-23;23.24;40.06;29.412;5.031;27.65;16.82
2016-06-24;23.36;38.84;30.581;4.389;23.86;15.48
2016-06-25;23.0;33.86;27.985;3.149;17.76;10.86
2016-06-26;8.05;31.91;16.335;7.369;31.89;23.86
2016-06-27;16.12;39.05;27.77;6.758;32.91;22.93
2016-06-28;22.76;41.98;33.078;6.449;30.07;19.22
2016-06-29;19.17;38.99;27.327;6.078;31.61;19.82
2016-06-30;19.82;39.86;29.633;6.198;34.04;20.04
2016-07-01;20.19;35.78;27.108;4.617;30.93;15.59
2016-07-02;16.58;25.97;21.058;2.814;15.6;9.39
2016-07-03;6.97;32.35;14.243;8.851;31.71;25.38
2016-07-04;21.65;38.65;30.827;5.426;26.09;17.0
2016-07-05;18.96;36.46;26.979;4.585;18.46;17.5
2016-07-06;2.55;31.75;16.21;9.191;49.92;29.2
2016-07-07;22.11;37.91;29.582;4.859;31.14;15.8
2016-07-08;23.18;38.62;28.66;3.922;20.49;15.44
2016-07-09;8.98;30.63;20.473;6.305;29.71;21.65
2016-07-10;-0.9;31.49;15.292;10.005;36.87;32.39
2016-07-11;19.77;32.94;25.228;4.57;25.09;13.17
2016-07-12;22.39;34.94;29.865;4.043;17.63;12.55
2016-07-13;25.0;40.62;32.577;4.864;19.65;15.62
2016-07-14;20.65;32.05;25.199;3.614;19.92;11.4
2016-07-15;13.16;34.94;25.998;6.526;34.95;21.78
2016-07-16;21.79;32.16;24.844;3.711;14.05;10.37
2016-07-17;13.02;30.57;21.491;4.949;22.06;17.55
2016-07-18;22.58;40.0;29.829;5.278;27.16;17.42
2016-07-19;25.61;44.0;32.433;5.019;28.32;18.39
2016-07-20;24.79;36.79;29.445;3.665;20.65;12.0
2016-07-21;25.52;39.16;32.777;4.284;21.17;13.64
2016-07-22;26.5;36.81;31.744;3.221;15.59;10.31
2016-07-23;24.52;33.62;29.56;2.948;18.78;9.1
2016-07-24;23.3;35.93;27.092;3.836;16.31;12.63
2016-07-25;25.92;39.52;33.216;4.135;17.84;13.6
2016-07-26;25.88;39.3;32.937;4.408;21.99;13.42
2016-07-27;25.87;41.25;33.518;4.887;19.39;15.38
2016-07-28;25.26;36.94;31.615;3.812;17.49;11.68
2016-07-29;24.58;36.13;30.055;3.388;18.31;11.55
2016-07-30;23.99;36.02;27.701;3.489;19.49;12.03
2016-07-31;20.98;31.39;25.28;2.767;14.56;10.41
2016-08-01;22.14;38.33;29.731;5.122;25.28;16.19
2016-08-02;24.27;38.09;32.552;4.718;14.84;13.82
2016-08-03;22.48;35.02;29.268;4.027;17.41;12.54
2016-08-04;19.42;34.9;27.89;5.195;24.95;15.48
2016-08-05;23.95;38.69;31.548;4.542;20.91;14.74
2016-08-06;17.18;30.44;24.568;3.888;18.5;13.26
2016-08-07;0.02;32.65;15.402;9.898;33.65;32.63
2016-08-08;8.12;34.39;21.27;8.637;40.44;26.27
2016-08-09;19.94;35.03;28.771;4.715;21.14;15.09
2016-08-10;19.99;33.95;28.145;4.745;23.58;13.96
2016-08-11;20.49;35.67;28.842;4.96;25.3;15.18
2016-08-12;19.9;35.25;28.024;4.811;20.28;15.35
2016-08-13;9.07;29.08;18.81;5.923;25.61;20.01
2016-08-14;15.99;32.3;21.75;5.222;19.65;16.31
2016-08-15;21.01;35.88;27.982;4.603;23.12;14.87
2016-08-16;22.03;35.79;29.662;4.288;18.97;13.76
2016-08-17;21.9;37.07;29.777;4.801;24.22;15.17
2016-08-18;21.83;37.34;30.589;4.872;22.39;15.51
2016-08-19;23.91;37.27;30.732;4.499;24.04;13.36
2016-08-20;20.95;30.38;24.875;2.98;16.73;9.43
2016-08-21;7.19;31.9;15.088;8.073;27.29;24.71
2016-08-22;17.5;37.71;28.336;6.392;28.02;20.21
2016-08-23;20.29;42.0;31.379;6.825;31.71;21.71
2016-08-24;22.24;38.44;29.773;5.37;26.22;16.2
2016-08-25;20.97;38.78;28.805;5.797;28.53;17.81
2016-08-26;20.23;41.99;29.437;6.621;33.17;21.76
2016-08-27;19.96;35.36;26.228;4.776;22.06;15.4
2016-08-28;8.99;33.92;21.705;6.599;28.92;24.93
2016-08-29;22.09;41.69;28.945;6.408;35.06;19.6
2016-08-30;22.74;44.83;32.11;7.404;39.71;22.09
2016-08-31;22.77;42.04;30.665;6.442;33.58;19.27
2016-09-01;22.98;41.08;31.256;5.987;30.81;18.1
2016-09-02;22.91;40.5;30.545;5.749;30.69;17.59
2016-09-03;24.02;38.56;29.485;4.401;26.2;14.54
2016-09-04;20.03;33.83;24.44;3.808;18.27;13.8
2016-09-05;21.73;48.01;36.778;9.257;32.2;26.28
2016-09-06;23.76;45.16;33.089;7.315;38.05;21.4
2016-09-07;23.16;44.35;30.765;6.511;32.91;21.19
2016-09-08;23.08;42.59;30.971;6.545;32.85;19.51
2016-09-09;22.97;41.94;32.324;6.683;33.03;18.97
2016-09-10;23.06;38.98;28.399;4.763;27.43;15.92
2016-09-11;21.1;42.57;27.254;6.477;23.69;21.47
2016-09-12;22.15;46.73;33.127;7.79;37.97;24.58
2016-09-13;23.52;44.44;31.932;6.895;35.76;20.92
2016-09-14;21.34;39.9;29.088;6.124;31.09;18.56
2016-09-15;21.13;38.86;27.966;5.913;30.82;17.73
2016-09-16;20.35;41.75;32.448;7.615;32.33;21.4
2016-09-17;22.25;36.93;27.605;4.621;28.56;14.68
2016-09-18;18.43;36.11;24.736;4.749;21.22;17.68
2016-09-19;22.05;44.6;34.788;8.181;27.07;22.55
2016-09-20;23.06;46.8;34.533;7.782;33.44;23.74
2016-09-21;24.09;49.71;35.025;8.665;43.69;25.62
2016-09-22;24.24;49.06;32.594;7.864;41.1;24.82
2016-09-23;24.68;43.04;31.1;6.262;33.59;18.36
2016-09-24;24.26;42.63;29.36;5.705;29.17;18.37
2016-09-25;10.93;40.95;23.068;8.056;35.27;30.02
2016-09-26;23.28;54.12;36.487;9.843;47.4;30.84
2016-09-27;24.36;50.0;34.904;8.156;46.15;25.64
2016-09-28;12.94;39.59;24.592;8.123;50.09;26.65
2016-09-29;11.43;37.97;22.438;8.302;52.83;26.54
2016-09-30;23.09;49.97;33.718;8.193;48.62;26.88
2016-10-01;25.94;45.03;33.134;5.174;40.38;19.09
2016-10-02;24.65;49.35;30.022;6.393;33.5;24.7
2016-10-03;24.54;40.96;30.578;5.481;37.33;16.42
2016-10-04;22.03;40.38;30.328;5.402;31.83;18.35
2016-10-05;22.23;42.45;29.675;6.438;36.22;20.22
2016-10-06;12.3;49.69;31.188;9.679;45.01;37.39
2016-10-07;26.9;53.07;38.387;8.311;33.83;26.17
2016-10-08;28.78;52.75;36.082;6.581;37.72;23.97
2016-10-09;28.09;50.52;33.289;6.442;29.49;22.43
2016-10-10;29.58;81.93;50.188;16.067;79.96;52.35
2016-10-11;29.08;49.39;38.313;6.725;29.21;20.31
2016-10-12;27.93;47.82;36.867;7.014;36.86;19.89
2016-10-13;27.42;49.64;34.075;6.935;34.65;22.22
2016-10-14;14.98;40.53;29.705;7.055;37.0;25.55
2016-10-15;13.1;57.05;31.06;12.617;48.46;43.95
2016-10-16;28.84;48.93;33.7;4.934;27.41;20.09
2016-10-17;28.44;56.08;41.944;9.291;40.95;27.64
2016-10-18;30.46;54.95;40.027;8.393;38.48;24.49
2016-10-19;28.95;49.29;40.411;8.08;28.28;20.34
2016-10-20;29.97;56.01;40.514;7.944;31.53;26.04
2016-10-21;31.17;48.98;39.579;6.393;26.84;17.81
2016-10-22;33.96;49.99;37.755;4.916;29.9;16.03
2016-10-23;31.85;47.02;34.71;3.653;18.8;15.17
2016-10-24;30.9;49.98;41.921;7.759;23.31;19.08
2016-10-25;34.58;74.23;52.861;14.965;54.54;39.65
2016-10-26;34.1;58.21;45.174;8.544;32.89;24.11
2016-10-27;31.05;48.99;39.595;6.274;28.31;17.94
2016-10-28;23.43;50.5;35.959;7.238;32.08;27.07
2016-10-29;28.65;45.92;34.384;5.069;29.0;17.27
2016-10-30;31.4;52.48;36.506;5.803;26.93;21.08
2016-10-31;33.92;59.2;43.064;7.088;38.88;25.28
2016-11-01;16.02;49.99;34.747;7.059;29.74;33.97
2016-11-02;12.26;52.91;33.032;11.448;59.52;40.65
2016-11-03;33.98;59.99;45.599;8.661;37.72;26.01
2016-11-04;30.8;52.19;40.354;6.748;35.2;21.39
2016-11-05;29.94;48.1;38.863;4.336;22.39;18.16
2016-11-06;25.03;48.51;35.457;6.058;30.83;23.48
2016-11-07;10.72;69.83;38.012;17.405;65.51;59.11
2016-11-08;35.98;104.96;54.248;17.473;75.06;68.98
2016-11-09;31.46;78.44;48.3;12.216;55.1;46.98
2016-11-10;31.69;98.15;51.779;16.162;71.69;66.46
2016-11-11;34.46;64.92;47.656;9.292;37.14;30.46
2016-11-12;34.34;51.17;39.824;4.735;26.69;16.83
2016-11-13;31.43;48.82;37.037;5.239;19.49;17.39
2016-11-14;31.61;56.09;39.855;7.953;46.97;24.48
2016-11-15;26.58;52.91;40.138;7.514;32.87;26.33
2016-11-16;31.73;57.81;43.029;8.206;33.77;26.08
2016-11-17;8.26;48.93;33.962;10.238;28.39;40.67
2016-11-18;-12.1;39.98;24.175;16.136;58.92;52.08
2016-11-19;12.69;46.95;31.559;11.33;40.58;34.26
2016-11-20;-30.41;14.66;-0.316;13.485;70.92;45.07
2016-11-21;8.81;49.86;33.827;14.223;77.34;41.05
2016-11-22;19.99;64.2;38.34;11.419;54.72;44.21
2016-11-23;32.08;62.0;45.387;9.497;38.87;29.92
2016-11-24;29.58;50.97;39.726;6.446;25.19;21.39
2016-11-25;31.05;54.75;42.727;7.298;27.36;23.7
2016-11-26;28.25;48.92;38.639;6.917;26.82;20.67
2016-11-27;20.25;41.07;31.121;6.353;25.51;20.82
2016-11-28;24.03;65.11;40.777;10.602;58.37;41.08
2016-11-29;30.38;55.66;42.809;7.888;38.09;25.28
2016-11-30;25.3;47.92;36.013;7.096;34.58;22.62
2016-12-01;8.94;38.79;27.626;9.542;34.83;29.85
2016-12-02;6.07;58.1;38.605;16.705;58.63;52.03
2016-12-03;32.9;64.6;40.985;8.449;43.98;31.7
2016-12-04;33.1;49.9;38.255;5.826;23.6;16.8
2016-12-05;33.27;78.39;48.852;13.042;70.28;45.12
2016-12-06;36.08;89.25;58.333;16.545;84.11;53.17
2016-12-07;27.03;47.96;37.93;6.285;23.09;20.93
2016-12-08;11.57;46.99;30.419;10.445;40.93;35.42
2016-12-09;25.12;46.99;35.846;7.192;30.67;21.87
2016-12-10;20.3;50.03;32.197;8.221;31.54;29.73
2016-12-11;24.01;34.57;28.975;2.908;18.3;10.56
2016-12-12;23.98;80.62;47.453;15.97;81.44;56.64
2016-12-13;32.53;70.42;49.198;12.581;46.84;37.89
2016-12-14;32.64;91.81;60.058;20.316;72.49;59.17
2016-12-15;33.31;70.03;49.846;12.726;51.6;36.72
2016-12-16;31.92;80.99;53.06;14.862;59.26;49.07
2016-12-17;36.0;63.53;46.792;8.033;40.73;27.53
2016-12-18;33.93;54.92;43.693;7.353;30.72;20.99
2016-12-19;35.74;79.46;57.407;15.763;51.93;43.72
2016-12-20;34.96;66.33;48.825;10.142;43.85;31.37
2016-12-21;31.34;49.97;40.054;6.775;29.22;18.63
2016-12-22;32.72;56.7;45.234;8.778;31.34;23.98
2016-12-23;7.82;51.15;38.17;10.786;28.37;43.33
2016-12-24;-12.05;21.0;8.452;8.544;48.15;33.05
2016-12-25;-38.78;13.67;-2.695;16.564;85.92;52.45
2016-12-26;-67.09;10.69;-12.248;23.469;106.29;77.78
2016-12-27;-53.62;31.91;4.48;26.966;89.25;85.53
2016-12-28;20.28;63.7;41.303;13.616;54.02;43.42
2016-12-29;34.11;63.95;46.438;8.025;41.59;29.84
2016-12-30;32.06;56.04;41.993;8.088;37.64;23.98
2016-12-31;21.43;53.98;36.277;7.905;43.14;32.55
2017-01-01;11.1;53.95;29.379;13.1;46.59;42.85
2017-01-02;27.73;67.66;46.246;11.953;46.83;39.93
2017-01-03;9.49;57.93;38.634;11.601;29.79;48.44
2017-01-04;-6.27;49.45;27.055;17.061;57.39;55.72
2017-01-05;30.97;73.92;49.961;13.134;66.38;42.95
2017-01-06;35.89;64.91;49.554;8.675;44.1;29.02
2017-01-07;30.07;57.01;38.523;6.534;32.22;26.94
2017-01-08;33.86;64.93;42.641;9.192;45.15;31.07
2017-01-09;32.76;75.49;55.919;15.984;49.1;42.73
2017-01-10;28.92;98.93;54.606;19.92;76.52;70.01
2017-01-11;11.68;49.97;35.918;7.45;25.33;38.29
2017-01-12;9.02;57.13;34.177;15.799;52.33;48.11
2017-01-13;29.25;48.72;39.796;6.411;28.07;19.47
2017-01-14;28.05;41.97;33.33;4.468;21.23;13.92
2017-01-15;14.91;58.02;35.617;11.449;61.09;43.11
2017-01-16;37.57;124.83;80.277;29.768;97.79;87.26
2017-01-17;34.61;143.09;85.373;38.616;135.86;108.48
2017-01-18;35.07;115.7;69.736;25.154;94.31;80.63
2017-01-19;36.32;114.92;66.858;23.081;94.69;78.6
2017-01-20;36.85;90.07;62.884;18.779;77.33;53.22
2017-01-21;39.34;65.91;48.26;8.167;42.78;26.57
2017-01-22;35.93;61.92;41.355;7.294;36.67;25.99
2017-01-23;36.65;128.4;75.636;27.0;119.13;91.75
2017-01-24;48.82;163.52;101.922;38.703;158.31;114.7
2017-01-25;40.94;133.18;86.008;31.914;110.59;92.24
2017-01-26;36.08;65.05;48.965;9.347;38.74;28.97
2017-01-27;33.97;60.36;43.79;8.089;30.32;26.39
2017-01-28;33.74;60.59;42.392;6.815;41.68;26.85
2017-01-29;31.75;55.25;37.649;6.981;36.81;23.5
2017-01-30;35.11;69.91;51.919;12.473;55.16;34.8
2017-01-31;33.06;104.33;69.182;24.281;79.68;71.27
2017-02-01;38.06;72.93;51.299;10.586;54.25;34.87
2017-02-02;29.8;59.1;44.881;10.438;38.23;29.3
2017-02-03;32.49;60.36;48.154;9.76;47.58;27.87
2017-02-04;31.89;66.18;45.299;9.665;42.0;34.29
2017-02-05;31.66;65.07;43.513;8.759;49.94;33.41
2017-02-06;35.1;86.37;61.786;18.47;69.0;51.27
2017-02-07;37.78;67.14;53.417;11.624;42.46;29.36
2017-02-08;33.73;88.18;59.662;17.469;60.29;54.45
2017-02-09;38.35;74.14;57.922;12.639;48.08;35.79
2017-02-10;32.55;63.09;44.859;10.387;43.35;30.54
2017-02-11;31.86;50.78;38.548;5.544;37.74;18.92
2017-02-12;29.78;42.59;33.126;3.618;20.18;12.81
2017-02-13;28.83;59.13;42.334;10.155;54.39;30.3
2017-02-14;31.68;66.22;42.981;9.987;52.04;34.54
2017-02-15;33.47;64.48;47.32;10.772;55.52;31.01
